"""id"";""code"";""name"";""description"""
"""344"";""46.38.Z"";""Sprzedaż hurtowa pozostałej żywności, włączając ryby, skorupiaki i mięczaki"";""<body><h2>46.38.Z</h2>Podklasa ta obejmuje także sprzedaż hurtową karmy dla zwierząt domowych. </body>"""
"""345"";""46.39.Z"";""Sprzedaż hurtowa niewyspecjalizowana żywności, napojów i wyrobów tytoniowych"";"""""
"""346"";""46.41.Z"";""Sprzedaż hurtowa wyrobów tekstylnych"";""<body><h2>46.41.Z</h2><p>Podklasa ta obejmuje sprzedaż hurtową: </p><ul><li>przędzy, </li><li>tkanin,</li><li>firanek, zasłon, pościeli oraz różnorodnych artykułów użytku domowego z materiałów tekstylnych, </li><li>pasmanterii, igieł, nici do szycia itp. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>sprzedaży hurtowej włókien tekstylnych, sklasyfikowanej w 46.76.Z. </li></ul></body>"""
"""347"";""46.42.Z"";""Sprzedaż hurtowa odzieży i obuwia"";""<body><h2>46.42.Z</h2><p>Podklasa ta obejmuje sprzedaż hurtową: </p><ul><li>odzieży, włączając odzież ochronną i roboczą oraz ubrania sportowe,</li><li>wyrobów pończoszniczych, </li><li>dodatków odzieżowych takich jak rękawiczki, krawaty i szelki, </li><li>obuwia, </li><li>artykułów futrzarskich, </li><li>parasoli. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>sprzedaży hurtowej biżuterii, sklasyfikowanej w 46.48.Z, </li><li>sprzedaży hurtowej wyrobów skórzanych, sklasyfikowanej w 46.49.Z,</li><li> sprzedaży hurtowej specjalistycznego obuwia sportowego takiego jak buty narciarskie, sklasyfikowanej w 46.49.Z. </li></ul></body>"""
"""348"";""46.43.Z"";""Sprzedaż hurtowa elektrycznych artykułów użytku domowego"";""<body><h2>46.43.Z</h2><p>Podklasa ta obejmuje sprzedaż hurtową: </p><ul><li>elektrycznych urządzeń użytku domowego, </li><li>sprzętu radiowo-telewizyjnego, </li><li>artykułów fotograficznych i optycznych, </li><li>elektrycznych urządzeń grzewczych, </li><li>nagranych taśm audio i wideo, płyt CD i DVD. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>sprzedaży hurtowej czystych taśm audio i wideo, płyt CD i DVD, sklasyfikowanej w 46.52.Z, </li><li>sprzedaży hurtowej maszyn do szycia, sklasyfikowanej w 46.64.Z. </li></ul></body>"""
"""349"";""46.44.Z"";""Sprzedaż hurtowa wyrobów porcelanowych, ceramicznych i szklanych oraz środków czyszczących"";"""""
"""350"";""46.45.Z"";""Sprzedaż hurtowa perfum i kosmetyków"";""<body><h2>46.45.Z</h2>Podklasa ta obejmuje także sprzedaż hurtową mydeł. </body>"""
"""351"";""46.46.Z"";""Sprzedaż hurtowa wyrobów farmaceutycznych i medycznych"";""<body><h2>46.46.Z</h2>Podklasa ta obejmuje także sprzedaż hurtową wyrobów ortopedycznych. </body>"""
"""352"";""46.47.Z"";""Sprzedaż hurtowa mebli, dywanów i sprzętu oświetleniowego"";""<body><h2>46.47.Z</h2><p>Podklasa ta obejmuje sprzedaż hurtową: </p><ul><li>mebli domowych, </li><li>dywanów i chodników, </li><li>sprzętu oświetleniowego. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>sprzedaży hurtowej mebli biurowych, sklasyfikowanej w 46.65.Z. </li></ul></body>"""
"""353"";""46.48.Z"";""Sprzedaż hurtowa zegarków, zegarów i biżuterii"";"""""
"""354"";""46.49.Z"";""Sprzedaż hurtowa pozostałych artykułów użytku domowego"";""<body><h2>46.49.Z</h2><p>Podklasa ta obejmuje sprzedaż hurtową: </p><ul><li>wyrobów z drewna, wikliny i korka itp., </li><li>rowerów, ich części i akcesoriów, </li><li>artykułów piśmiennych, książek, czasopism i gazet, </li><li>artykułów skórzanych i akcesoriów podróżnych, </li><li>instrumentów muzycznych, </li><li>gier i zabawek, </li><li>artykułów sportowych, włączając specjalistyczne obuwie sportowe, takie jak buty narciarskie. </li></ul></body>"""
"""355"";""46.51.Z"";""Sprzedaż hurtowa komputerów, urządzeń peryferyjnych i oprogramowania"";""<body><h2>46.51.Z</h2><p>Podklasa ta nie obejmuje: </p><ul><li>sprzedaży hurtowej części elektronicznych, sklasyfikowanej w 46.52.Z,</li><li> sprzedaży hurtowej maszyn i urządzeń biurowych (z wyłączeniem komputerów i urządzeń peryferyjnych), sklasyfikowanej w 46.66.Z. </li></ul></body>"""
"""356"";""46.52.Z"";""Sprzedaż hurtowa sprzętu elektronicznego i telekomunikacyjnego oraz części do niego"";""<body><h2>46.52.Z</h2><p>Podklasa ta obejmuje sprzedaż hurtową: </p><ul><li>elektronicznych zaworów i lamp, </li><li>urządzeń półprzewodnikowych, </li><li>układów scalonych i obwodów zintegrowanych, </li><li>obwodów drukowanych, </li><li>czystych taśm audio i wideo, dyskietek, dysków magnetycznych i optycznych (CD, DVD), </li><li>wyposażenia telefonicznego i komunikacyjnego. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>sprzedaży hurtowej nagranych taśm audio i wideo oraz płyt CD i DVD, sklasyfikowanej w 46.43.Z, </li><li>sprzedaży hurtowej komputerów i urządzeń peryferyjnych, sklasyfikowanej w 46.51.Z. </li></ul></body>"""
"""357"";""46.61.Z"";""Sprzedaż hurtowa maszyn i urządzeń rolniczych oraz dodatkowego wyposażenia"";""<body><h2>46.61.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>sprzedaż hurtową maszyn i urządzeń rolniczych, takich jak: <ul><li>pługi, roztrząsacze nawozu, siewniki, </li><li>kombajny, </li><li>młockarnie, </li><li>dojarki, </li><li>maszyny wykorzystywane przy hodowli drobiu, maszyny pszczelarskie,</li><li>ciągniki stosowane w rolnictwie i leśnictwie, </li></ul></li><li>sprzedaż hurtową kosiarek do trawy, niezależnie od rodzaju napędu. </li></ul></body>"""
"""358"";""46.62.Z"";""Sprzedaż hurtowa obrabiarek"";""<body><h2>46.62.Z</h2><p>Podklasa ta obejmuje sprzedaż hurtową: </p><ul><li>obrabiarek dowolnego typu i do dowolnego rodzaju materiału,</li><li>obrabiarek automatycznie sterowanych komputerem. </li></ul></body>"""
"""359"";""46.63.Z"";""Sprzedaż hurtowa maszyn wykorzystywanych w górnictwie, budownictwie oraz inżynierii lądowej i wodnej"";"""""
"""360"";""46.64.Z"";""Sprzedaż hurtowa maszyn dla przemysłu tekstylnego oraz maszyn do szycia i maszyn dziewiarskich"";""<body><h2>46.64.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>sprzedaż hurtową automatycznie sterowanych komputerem maszyn dla przemysłu tekstylnego, maszyn do szycia i dziewiarskich. </li></ul></body>"""
"""361"";""46.65.Z"";""Sprzedaż hurtowa mebli biurowych"";""<body><h2>46.65.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>sprzedaż hurtową wyrobów sklasyfikowanych w 31.01.Z. </li></ul></body>"""
"""362"";""46.66.Z"";""Sprzedaż hurtowa pozostałych maszyn i urządzeń biurowych"";""<body><h2>46.66.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>sprzedaż hurtową maszyn i urządzeń biurowych, z wyłączeniem komputerów i urządzeń peryferyjnych. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>sprzedaży hurtowej komputerów i urządzeń peryferyjnych, sklasyfikowanej w 46.51.Z, </li><li>sprzedaży hurtowej elektronicznych części oraz sprzętu telefonicznego i komunikacyjnego, sklasyfikowanej w 46.52.Z. </li></ul></body>"""
"""363"";""46.69.Z"";""Sprzedaż hurtowa pozostałych maszyn i urządzeń"";""<body><h2>46.69.Z</h2><p>Podklasa ta obejmuje sprzedaż hurtową: </p><ul><li>sprzętu transportowego, z wyłączeniem pojazdów samochodowych i rowerów, </li><li>robotów do linii produkcyjnych, </li><li>przewodów i przełączników oraz pozostałego sprzętu do użytku przemysłowego, </li><li>pozostałych urządzeń elektrycznych, takich jak: silniki elektryczne, transformatory, </li><li>pozostałych maszyn i urządzeń dla przemysłu (z wyłączeniem górnictwa, budownictwa, inżynierii lądowej i wodnej i przemysłu tekstylnego), handlu i nawigacji oraz innych usług, gdzie indziej niesklasyfikowaną,</li><li>przyrządów i urządzeń pomiarowych. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>sprzedaży hurtowej pojazdów samochodowych, naczep, przyczep, włączając przyczepy kempingowe, sklasyfikowanej w odpowiednich podklasach grupy 45.1, </li><li>sprzedaży hurtowej części do pojazdów samochodowych, sklasyfikowanej w 45.31.Z, </li><li>sprzedaży hurtowej motocykli, sklasyfikowanej w 45.40.Z,</li><li>sprzedaży hurtowej rowerów, sklasyfikowanej w 46.49.Z. </li></ul></body>"""
"""364"";""46.71.Z"";""Sprzedaż hurtowa paliw i produktów pochodnych"";""<body><h2>46.71.Z</h2><p>Podklasa ta obejmuje wyspecjalizowaną sprzedaż hurtową paliw, smarów, olejów, takich jak: </p><ul><li>węgiel drzewny, węgiel, koks, drewno opałowe, ciężka benzyna, </li><li>ropa naftowa, olej surowy, olej napędowy, benzyna, paliwo olejowe, olej opałowy, nafta, </li><li>gazy ziemne skroplone, butan, propan, mieszanki propan-butan, </li><li>oleje smarowe i smary, produkty rafinacji ropy naftowej. </li></ul></body>"""
"""365"";""46.72.Z"";""Sprzedaż hurtowa metali i rud metali"";""<body><h2>46.72.Z</h2><p>Podklasa ta obejmuje wyspecjalizowaną sprzedaż hurtową: </p><ul><li>rud metali żelaznych i nieżelaznych, </li><li>metali żelaznych i nieżelaznych w postaci nieprzetworzonej, </li><li>metalowych półwyrobów żelaznych i nieżelaznych, gdzie indziej niesklasyfikowaną, </li><li>złota i pozostałych metali szlachetnych. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>sprzedaży hurtowej odpadów i złomu, sklasyfikowanej w 46.77.Z. </li></ul></body>"""
"""366"";""46.73.Z"";""Sprzedaż hurtowa drewna, materiałów budowlanych i wyposażenia sanitarnego"";""<body><h2>46.73.Z</h2><p>Podklasa ta obejmuje wyspecjalizowaną sprzedaż hurtową: </p><ul><li>drewna nieobrobionego, </li><li>wyrobów z drewna wstępnie obrobionego, </li><li>farb, werniksów i pokostów, </li><li>materiałów budowlanych, np.: piasku, żwiru, </li><li>tapet i pokryć podłogowych, </li><li>okien i drzwi, </li><li>szkła płaskiego, </li><li>sprzętu sanitarnego: wanien, umywalek, sedesów i pozostałych wyrobów sanitarnych z porcelany, </li><li>budynków prefabrykowanych. </li></ul></body>"""
"""367"";""46.74.Z"";""Sprzedaż hurtowa wyrobów metalowych oraz sprzętu i dodatkowego wyposażenia hydraulicznego i grzejnego"";""<body><h2>46.74.Z</h2><p>Podklasa ta obejmuje wyspecjalizowaną sprzedaż hurtową: </p><ul><li>drobnych wyrobów metalowych i zamków, </li><li>łączników i armatury, </li><li>grzejników gorącej wody, </li><li>instalacyjnego sprzętu sanitarnego: rur, złączek, uszczelek, zaworów, trójników, rur gumowych itp., </li><li>narzędzi: młotków, pił, wkrętaków i pozostałych narzędzi ręcznych. </li></ul></body>"""
"""368"";""46.75.Z"";""Sprzedaż hurtowa wyrobów chemicznych"";""<body><h2>46.75.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>wyspecjalizowaną sprzedaż hurtową chemikaliów przemysłowych: <ul><li>aniliny, farby drukarskiej, olejków eterycznych, gazów przemysłowych, klejów chemicznych, substancji barwiących, żywic syntetycznych, metanolu, parafiny, środków zapachowych i aromatów, sody, soli przemysłowej, kwasów i siarki, pochodnych skrobi itp., </li></ul></li><li>wyspecjalizowaną sprzedaż hurtową nawozów mineralnych, środków ochrony roślin i pozostałych środków agrochemicznych. </li></ul></body>"""
"""369"";""46.76.Z"";""Sprzedaż hurtowa pozostałych półproduktów"";""<body><h2>46.76.Z</h2><p>Podklasa ta obejmuje wyspecjalizowaną sprzedaż hurtową: </p><ul><li>tworzyw sztucznych w formach podstawowych, </li><li>gumy, </li><li>włókien tekstylnych itp., </li><li>papieru w belkach, </li><li>kamieni szlachetnych i półszlachetnych oraz pereł. </li></ul></body>"""
"""370"";""46.77.Z"";""Sprzedaż hurtowa odpadów i złomu"";""<body><h2>46.77.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>sprzedaż hurtową metalowych i niemetalowych odpadów i złomu oraz materiałów przeznaczonych do recyklingu, włącznie ze zbieraniem, sortowaniem, wymontowywaniem części nadających się do wielokrotnego użycia, ze zużytych wyrobów takich jak samochody, pakowanie, przepakowywanie, magazynowanie i dostarczanie, ale bez procesu dalszego przekształcenia, </li><li>odsprzedaż części nadających się do użytku, wymontowywanych z wycofanych z eksploatacji samochodów, statków, komputerów, telewizorów i innych wyrobów. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>zbierania odpadów z gospodarstw domowych i pochodzenia przemysłowego, sklasyfikowanego w odpowiednich podklasach grupy 38.1, </li><li>obróbki odpadów, niezdatnych do wykorzystania w przemysłowym procesie produkcji, lecz przeznaczonych do usunięcia, sklasyfikowanej w odpowiednich podklasach grupy 38.2, </li><li>przetwarzania odpadów i złomu oraz pozostałych materiałów na surowce wtórne, gdzie wymaganym sposobem przetwarzania odpadów jest ich przekształcenie mechaniczne lub chemiczne (wyprodukowane surowce wtórne nadają się do bezpośredniego użytku w przemysłowym procesie produkcji i nie są nowym produktem finalnym), sklasyfikowanego w odpowiednich podklasach grupy 38.3, </li><li>demontażu wszelkiego rodzaju wyrobów i urządzeń wycofanych z eksploatacji (samochodów, statków, komputerów, telewizorów i pozostałych wyrobów) w celu odzyskania surowców, sklasyfikowanego w 38.31.Z, </li><li>złomowania statków, sklasyfikowanego w 38.31.Z, </li><li>zgniatania samochodów w procesie mechanicznym, sklasyfikowanego w 38.32.Z, </li><li>sprzedaży detalicznej artykułów używanych, sklasyfikowanej w 47.79.Z. </li></ul></body>"""
"""371"";""46.90.Z"";""Sprzedaż hurtowa niewyspecjalizowana"";""<body><h2>46.90.Z</h2>Podklasa ta obejmuje sprzedaż hurtową różnych wyrobów bez określonej specjalizacji. </body>"""
"""372"";""47.11.Z"";""Sprzedaż detaliczna prowadzona w niewyspecjalizowanych sklepach z przewagą żywności, napojów i wyrobów tytoniowych"";""<body><h2>47.11.Z</h2><p>Podklasa ta obejmuje sprzedaż detaliczną różnego rodzaju towarów, wśród których przeważa żywność, napoje i wyroby tytoniowe. </p><p>Poza sprzedażą ww. artykułów jako głównej działalności handlowej, prowadzi się także sprzedaż innych towarów, takich jak: odzież, meble, urządzenia gospodarstwa domowego, artykuły metalowe, kosmetyki itp. </p></body>"""
"""373"";""47.19.Z"";""Pozostała sprzedaż detaliczna prowadzona w niewyspecjalizowanych sklepach"";""<body><h2>47.19.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>sprzedaż detaliczną różnego rodzaju towarów, wśród których żywność, napoje i wyroby tytoniowe nie zajmują dominującej pozycji, </li><li>działalność domów towarowych prowadzących sprzedaż towarów, takich jak: odzież, meble, urządzenia gospodarstwa domowego, artykuły metalowe, kosmetyki, biżuteria, zabawki, artykuły sportowe itp. </li></ul></body>"""
"""374"";""47.21.Z"";""Sprzedaż detaliczna owoców i warzyw prowadzona w wyspecjalizowanych sklepach"";""<body><h2>47.21.Z</h2><p>Podklasa ta obejmuje sprzedaż detaliczną: </p><ul><li>świeżych owoców i warzyw, </li><li>przygotowanych lub zakonserwowanych owoców i warzyw. </li></ul></body>"""
"""375"";""47.22.Z"";""Sprzedaż detaliczna mięsa i wyrobów z mięsa prowadzona w wyspecjalizowanych sklepach"";""<body><h2>47.22.Z</h2>Podklasa ta obejmuje sprzedaż detaliczną mięsa i wyrobów z mięsa, włączając drób. </body>"""
"""376"";""47.23.Z"";""Sprzedaż detaliczna ryb, skorupiaków i mięczaków prowadzona w wyspecjalizowanych sklepach"";""<body><h2>47.23.Z</h2>Podklasa ta obejmuje sprzedaż detaliczną ryb i innych owoców morza oraz otrzymywanych z nich wyrobów. </body>"""
"""377"";""47.24.Z"";""Sprzedaż detaliczna pieczywa, ciast, wyrobów ciastkarskich i cukierniczych prowadzona w wyspecjalizowanych sklepach"";"""""
"""378"";""47.25.Z"";""Sprzedaż detaliczna napojów alkoholowych i bezalkoholowych prowadzona w wyspecjalizowanych sklepach"";""<body><h2>47.25.Z</h2>Podklasa ta obejmuje sprzedaż detaliczną napojów alkoholowych i bezalkoholowych bez ich konsumpcji na miejscu. </body>"""
"""379"";""47.26.Z"";""Sprzedaż detaliczna wyrobów tytoniowych prowadzona w wyspecjalizowanych sklepach"";"""""
"""380"";""47.29.Z"";""Sprzedaż detaliczna pozostałej żywności prowadzona w wyspecjalizowanych sklepach"";""<body><h2>47.29.Z</h2><p>Podklasa ta obejmuje sprzedaż detaliczną: </p><ul><li>wyrobów mleczarskich i jaj, </li><li>pozostałych artykułów żywnościowych, gdzie indziej niesklasyfikowaną. </li></ul></body>"""
"""381"";""47.30.Z"";""Sprzedaż detaliczna paliw do pojazdów silnikowych na stacjach paliw"";""<body><h2>47.30.Z</h2><p>Podklasa ta obejmuje sprzedaż detaliczną: </p><ul><li>paliwa do pojazdów silnikowych, </li><li>smarów i płynów chłodzących dla pojazdów silnikowych. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>sprzedaży hurtowej paliw, sklasyfikowanej w 46.71.Z, </li><li>sprzedaży detalicznej skroplonego gazu ziemnego do gotowania albo ogrzewania, sklasyfikowanej w 47.78.Z. </li></ul></body>"""
"""382"";""47.41.Z"";""Sprzedaż detaliczna komputerów, urządzeń peryferyjnych i oprogramowania prowadzona w wyspecjalizowanych sklepach"";""<body><h2>47.41.Z</h2><p>Podklasa ta obejmuje sprzedaż detaliczną: </p><ul><li>komputerów, </li><li>urządzeń peryferyjnych, </li><li>konsoli do gier wideo, </li><li>oprogramowania standardowego, włącznie z grami wideo. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>sprzedaży detalicznej czystych taśm i dyskietek, sklasyfikowanej w 47.63.Z. </li></ul></body>"""
"""383"";""47.42.Z"";""Sprzedaż detaliczna sprzętu telekomunikacyjnego prowadzona w wyspecjalizowanych sklepach"";"""""
"""384"";""47.43.Z"";""Sprzedaż detaliczna sprzętu audiowizualnego prowadzona w wyspecjalizowanych sklepach"";""<body><h2>47.43.Z</h2><p>Podklasa ta obejmuje sprzedaż detaliczną: </p><ul><li>sprzętu radiowo-telewizyjnego, </li><li>sprzętu audiowizualnego, </li><li>odtwarzaczy i nagrywarek CD i DVD itp. </li></ul></body>"""
